0.206	1.6827e-19 0.00226386   0.256706   0.966487
0.208	1.68267e-19  0.00233048    0.256643    0.966503
0.21	1.12176e-19   0.0023984     0.25658     0.96652
0.212	1.12174e-19  0.00246762    0.256515    0.966537
0.214	         0 0.00253817   0.256449   0.966554
0.216	         0 0.00261004   0.256382   0.966572
0.218	         0 0.00268327   0.256314    0.96659
0.22	-5.60828e-20   0.00275785     0.256244     0.966608
0.222	         0 0.00283381   0.256173   0.966627
0.224	5.60806e-20  0.00291114    0.256101    0.966646
0.226	5.60795e-20  0.00298988    0.256027    0.966665
0.228	1.68235e-19  0.00307002    0.255952    0.966685
0.23	         0 0.00315159   0.255876   0.966704
0.232	-5.60761e-20   0.00323459     0.255799     0.966725
0.234	5.60749e-20  0.00331904     0.25572    0.966745
0.236	5.60736e-20  0.00340494    0.255639    0.966766
0.238	         0 0.00349232   0.255558   0.966788
0.24	5.60712e-20  0.00358119    0.255475    0.966809
0.242	1.6821e-19 0.00367155    0.25539   0.966831
0.244	-5.60686e-20   0.00376342     0.255304     0.966853
0.246	1.12135e-19  0.00385681    0.255217    0.966876
0.248	         0 0.00395174   0.255128   0.966899
0.25	2.24258e-19  0.00404822    0.255038    0.966923
0.252	4.48506e-19  0.00414626    0.254946    0.966946
0.254	3.36371e-19  0.00424587    0.254853     0.96697
0.256	3.36362e-19  0.00434707    0.254758    0.966995
0.258	4.48472e-19  0.00444987    0.254662     0.96702
0.26	         0 0.00455427   0.254565   0.967045
0.262	3.36336e-19  0.00466031    0.254465    0.967071
0.264	2.24218e-19  0.00476798    0.254365    0.967097
0.266	3.36318e-19   0.0048773    0.254263    0.967123
0.268	2.24206e-19  0.00498828    0.254159     0.96715
0.27	3.36299e-19  0.00510093    0.254053    0.967177
0.272	2.24193e-19  0.00521528    0.253946    0.967204
0.274	1.12093e-19  0.00533132    0.253838    0.967232
0.276	         0 0.00544908   0.253728    0.96726
0.278	2.24173e-19  0.00556856    0.253616    0.967289
0.28	         0 0.00568978   0.253502   0.967318
0.282	         0 0.00581276   0.253387   0.967347
0.284	3.36229e-19   0.0059375     0.25327    0.967377
0.286	-1.12073e-19   0.00606401     0.253152     0.967407
0.288	         0 0.00619232   0.253032   0.967438
0.29	1.12066e-19  0.00632242     0.25291    0.967469
0.292	1.12062e-19  0.00645435    0.252787    0.967501
0.294	        0 0.0065881  0.252661  0.967532
0.296	-1.12055e-19   0.00672369     0.252534     0.967565
0.298	         0 0.00686113   0.252406   0.967597
0.3	5.60236e-19  0.00700044    0.252275     0.96763
0.302	2.24087e-19  0.00714164    0.252143    0.967664
0.304	1.12039e-19  0.00728472    0.252009    0.967697
0.306	         0 0.00742971   0.251873   0.967732
0.308	2.24063e-19  0.00757661    0.251736    0.967766
0.31	-1.12027e-19   0.00772545     0.251596     0.967801
0.312	2.24046e-19  0.00787623    0.251455    0.967837
0.314	4.48076e-19  0.00802897    0.251312    0.967873
0.316	6.72089e-19  0.00818367    0.251167    0.967909
0.318	2.24021e-19  0.00834036     0.25102    0.967946
0.32	6.72038e-19  0.00849905    0.250871    0.967983
0.322	4.48008e-19  0.00865974    0.250721    0.968021
0.324	2.23995e-19  0.00882245    0.250568    0.968059
0.326	4.47972e-19   0.0089872    0.250414    0.968097
0.328	4.47954e-19  0.00915399    0.250257    0.968136
0.33	6.71904e-19  0.00932284    0.250099    0.968175
0.332	6.71877e-19  0.00949377    0.249939    0.968215
0.334	2.2395e-19 0.00966678   0.249776   0.968255
0.336	2.2394e-19 0.00984189   0.249612   0.968296
0.338	2.23931e-19   0.0100191    0.249446    0.968337
0.34	        0 0.0101985  0.249278  0.968378
0.342	4.47823e-19   0.0103799    0.249107     0.96842
0.344	4.47803e-19   0.0105636    0.248935    0.968463
0.346	        0 0.0107494  0.248761  0.968505
0.348	4.47764e-19   0.0109373    0.248584    0.968548
0.35	4.47744e-19   0.0111275    0.248406    0.968592
0.352	4.47723e-19   0.0113199    0.248225    0.968636
0.354	        0 0.0115144  0.248043  0.968681
0.356	        0 0.0117112  0.247858  0.968726
0.358	2.2383e-19  0.0119103   0.247671   0.968771
0.36	2.2382e-19  0.0121116   0.247482   0.968817
0.362	-4.47618e-19    0.0123152     0.247291     0.968863
0.364	-2.23798e-19     0.012521     0.247098      0.96891
0.366	2.23788e-19   0.0127292    0.246902    0.968957
0.368	2.23777e-19   0.0129396    0.246704    0.969004
0.37	-2.23765e-19    0.0131524     0.246504     0.969052
0.372	        0 0.0133675  0.246302  0.969101
0.374	8.94972e-19    0.013585    0.246098     0.96915
0.376	4.47463e-19   0.0138048    0.245891    0.969199
0.378	2.2372e-19  0.0140269   0.245683   0.969249
0.38	4.47417e-19   0.0142515    0.245471    0.969299
0.382	2.23697e-19   0.0144785    0.245258     0.96935
0.384	4.4737e-19  0.0147079   0.245042   0.969401
0.386	2.23673e-19   0.0149397    0.244824    0.969452
0.388	        0 0.0151739  0.244604  0.969504
0.39	6.70947e-19   0.0154106    0.244381    0.969557
0.392	1.11818e-18   0.0156498    0.244156     0.96961
0.394	        0 0.0158914  0.243929  0.969663
0.396	        0 0.0161355  0.243699  0.969717
0.398	1.3416e-18  0.0163821   0.243467   0.969771
0.4	4.47174e-19   0.0166313    0.243233    0.969825
0.402	8.94298e-19    0.016883    0.242996     0.96988
0.404	8.94246e-19   0.0171372    0.242756    0.969936
0.406	       0 0.017394 0.242515 0.969992
0.408	1.34121e-18   0.0176533     0.24227    0.970048
0.41	8.94091e-19   0.0179152    0.242024    0.970105
0.412	4.47019e-19   0.0181798    0.241774    0.970162
0.414	1.34098e-18   0.0184469    0.241523     0.97022
0.416	4.46966e-19   0.0187167    0.241269    0.970278
0.418	4.46939e-19   0.0189891    0.241012    0.970336
0.42	1.34073e-18   0.0192641    0.240753    0.970395
0.422	8.93768e-19   0.0195418    0.240491    0.970455
0.424	4.46857e-19   0.0198222    0.240226    0.970514
0.426	4.46829e-19   0.0201053    0.239959    0.970575
0.428	4.46801e-19   0.0203911     0.23969    0.970635
0.43	8.93546e-19   0.0206796    0.239418    0.970696
0.432	8.93489e-19   0.0209708    0.239143    0.970758
0.434	8.93432e-19   0.0212647    0.238866     0.97082
0.436	4.46687e-19   0.0215615    0.238586    0.970882
0.438	       0 0.021861 0.238303 0.970945
0.44	4.4663e-19  0.0221632   0.238018   0.971008
0.442	-4.466e-19  0.0224683    0.23773   0.971071
0.444	8.93142e-19   0.0227762    0.237439    0.971135
0.446	        0 0.0230869  0.237145    0.9712
0.448	8.93023e-19   0.0234004    0.236849    0.971265
0.45	4.46482e-19   0.0237168     0.23655     0.97133
0.452	4.46451e-19   0.0240361    0.236249    0.971395
0.454	4.46421e-19   0.0243582    0.235944    0.971461
0.456	4.46391e-19   0.0246832    0.235637    0.971528
0.458	        0 0.0250112  0.235327  0.971594
0.46	1.33899e-18    0.025342    0.235014    0.971662
0.462	-4.46298e-19    0.0256758     0.234698     0.971729
0.464	-4.46267e-19    0.0260125      0.23438     0.971797
0.466	4.46236e-19   0.0263522    0.234058    0.971865
0.468	8.92408e-19   0.0266948    0.233734    0.971934
0.47	-1.33852e-18    0.0270404     0.233407     0.972003
0.472	1.33842e-18   0.0273891    0.233077    0.972073
0.474	1.78443e-18   0.0277407    0.232744    0.972142
0.476	1.33823e-18   0.0280954    0.232408    0.972212
0.478	        0 0.0284531  0.232069  0.972283
0.48	1.33803e-18   0.0288138    0.231728    0.972354
0.482	-4.45979e-19    0.0291776     0.231383     0.972425
0.484	4.45946e-19   0.0295445    0.231035    0.972497
0.486	4.45913e-19   0.0299145    0.230685    0.972569
0.488	        0 0.0302876  0.230331  0.972641
0.49	-8.91693e-19    0.0306638     0.229974     0.972714
0.492	1.33744e-18   0.0310431    0.229614    0.972787
0.494	-4.45779e-19    0.0314256     0.229251      0.97286
0.496	        0 0.0318112  0.228885  0.972933
0.498	8.91424e-19   0.0322001    0.228516    0.973007
0.5	1.78271e-18   0.0325921    0.228144    0.973082
0.502	1.33693e-18   0.0329873    0.227769    0.973156
0.504	2.22805e-18   0.0333857    0.227391    0.973231
0.506	2.67345e-18   0.0337873    0.227009    0.973306
0.508	8.91081e-19   0.0341922    0.226625    0.973382
0.51	3.56405e-18   0.0346003    0.226237    0.973458
0.512	1.78188e-18   0.0350117    0.225846    0.973534
0.514	2.67262e-18   0.0354264    0.225452     0.97361
0.516	3.56321e-18   0.0358444    0.225054    0.973687
0.518	8.90731e-19   0.0362656    0.224654    0.973764
0.52	        0 0.0366902   0.22425  0.973841
0.522	2.67177e-18   0.0371182    0.223842    0.973918
0.524	2.67156e-18   0.0375494    0.223432    0.973996
0.526	8.90448e-19   0.0379841    0.223018    0.974074
0.528	8.90376e-19   0.0384221    0.222601    0.974152
0.53	-8.90304e-19    0.0388635     0.222181     0.974231
0.532	8.90232e-19   0.0393083    0.221757    0.974309
0.534	-8.9016e-19   0.0397565     0.22133    0.974388
0.536	8.90088e-19   0.0402082      0.2209    0.974467
0.538	2.67005e-18   0.0406632    0.220466    0.974547
0.54	-8.89943e-19    0.0411218     0.220029     0.974626
0.542	8.8987e-19  0.0415838   0.219588   0.974706
0.544	1.77959e-18   0.0420493    0.219144    0.974786
0.546	8.89724e-19   0.0425183    0.218696    0.974866
0.548	        0 0.0429907  0.218245  0.974947
0.55	8.89577e-19   0.0434668    0.217791    0.975027
0.552	1.77901e-18   0.0439463    0.217333    0.975108
0.554	1.77886e-18   0.0444294    0.216872    0.975189
0.556	8.89356e-19    0.044916    0.216407     0.97527
0.558	2.66785e-18   0.0454063    0.215938    0.975351
0.56	1.77842e-18   0.0459001    0.215466    0.975432
0.562	        0 0.0463975  0.214991  0.975513
0.564	8.89059e-19   0.0468985    0.214511    0.975595
0.566	-8.88985e-19    0.0474032     0.214029     0.975677
0.568	1.77782e-18   0.0479115    0.213542    0.975758
0.57	1.77767e-18   0.0484234    0.213052     0.97584
0.572	        0 0.0489391  0.212558  0.975922
0.574	-1.77737e-18    0.0494584     0.212061     0.976004
0.576	        0 0.0499814   0.21156  0.976086
0.578	        0 0.0505081  0.211055  0.976168
0.58	8.88462e-19   0.0510385    0.210547     0.97625
0.582	-8.88387e-19    0.0515726     0.210035     0.976333
0.584	        0 0.0521105  0.209519  0.976415
0.586	        0 0.0526522  0.208999  0.976497
0.588	-1.77633e-18    0.0531976     0.208476      0.97658
0.59	-8.88088e-19    0.0537468     0.207949     0.976662
0.592	-8.88013e-19    0.0542998     0.207418     0.976744
0.594	8.87938e-19   0.0548566    0.206883    0.976827
0.596	8.87864e-19   0.0554173    0.206345    0.976909
0.598	1.77558e-18   0.0559818    0.205802    0.976991
0.6	1.77543e-18   0.0565501    0.205256    0.977073
0.602	1.77528e-18   0.0571223    0.204706    0.977155
0.604	1.77513e-18   0.0576983    0.204152    0.977237
0.606	8.87491e-19   0.0582783    0.203594    0.977319
0.608	3.54966e-18   0.0588621    0.203032    0.977401
0.61	1.77468e-18   0.0594499    0.202466    0.977483
0.612	1.77454e-18   0.0600416    0.201896    0.977565
0.614	8.87194e-19   0.0606372    0.201322    0.977646
0.616	8.8712e-19  0.0612368   0.200745   0.977728
0.618	        0 0.0618404  0.200163  0.977809
0.62	1.77395e-18   0.0624479    0.199577     0.97789
0.622	1.7738e-18  0.0630594   0.198987   0.977971
0.624	-1.77365e-18    0.0636749     0.198393     0.978052
0.626	2.66026e-18   0.0642944    0.197795    0.978133
0.628	8.8668e-19  0.0649179   0.197193   0.978213
0.63	3.54643e-18   0.0655455    0.196587    0.978293
0.632	1.77307e-18   0.0661772    0.195977    0.978373
0.634	        0 0.0668129  0.195363  0.978453
0.636	2.65917e-18   0.0674526    0.194744    0.978532
0.638	5.31791e-18   0.0680965    0.194122    0.978611
0.64	1.7725e-18  0.0687444   0.193495    0.97869
0.642	        0 0.0693965  0.192864  0.978768
0.644	7.08885e-18   0.0700527    0.192229    0.978847
0.646	3.54414e-18    0.070713    0.191589    0.978925
0.648	8.85965e-19   0.0713775    0.190945    0.979002
0.65	5.31537e-18   0.0720461    0.190297    0.979079
0.652	5.31495e-18   0.0727189    0.189645    0.979156
0.654	1.77151e-18   0.0733959    0.188989    0.979233
0.656	1.77138e-18    0.074077    0.188328    0.979309
0.658	1.77124e-18   0.0747624    0.187663    0.979384
0.66	3.54221e-18    0.075452    0.186993    0.979459
0.662	2.65645e-18   0.0761458     0.18632    0.979534
0.664	4.42708e-18   0.0768439    0.185641    0.979608
0.666	3.5414e-18  0.0775462   0.184959   0.979682
0.668	1.77057e-18   0.0782527    0.184272    0.979755
0.67	-1.77044e-18    0.0789636     0.183581     0.979828
0.672	4.42577e-18   0.0796787    0.182885      0.9799
0.674	9.73597e-18   0.0803981    0.182185    0.979972
0.676	        0 0.0811218   0.18148  0.980043
0.678	1.76992e-18   0.0818499    0.180771    0.980114
0.68	-1.76979e-18    0.0825822     0.180057     0.980183
0.682	        0 0.0833189  0.179339  0.980253
0.684	3.53909e-18     0.08406    0.178616    0.980321
0.686	-1.76942e-18    0.0848054     0.177889     0.980389
0.688	        0 0.0855552  0.177157  0.980457
0.69	1.76918e-18   0.0863093    0.176421    0.980523
0.692	3.53812e-18   0.0870679     0.17568    0.980589
0.694	1.76894e-18   0.0878308    0.174935    0.980655
0.696	        0 0.0885982  0.174185  0.980719
0.698	-8.84357e-19      0.08937      0.17343     0.980783
0.7	        0 0.0901462  0.172671  0.980846
0.702	        0 0.0909268  0.171907  0.980908
0.704	1.76838e-18   0.0917119    0.171138    0.980969
0.706	-1.76827e-18    0.0925015     0.170365      0.98103
0.708	        0 0.0932955  0.169587  0.981089
0.71	3.53611e-18    0.094094    0.168804    0.981148
0.712	1.76795e-18    0.094897    0.168016    0.981206
0.714	        0 0.0957045  0.167224  0.981263
0.716	5.30324e-18   0.0965165    0.166427    0.981319
0.718	1.76765e-18    0.097333    0.165625    0.981374
0.72	        0 0.0981541  0.164819  0.981428
0.722	3.53491e-18   0.0989796    0.164007    0.981481
0.724	-1.76736e-18    0.0998098     0.163191     0.981533
0.726	1.76727e-18    0.100644     0.16237    0.981584
0.728	       0 0.101484 0.161544 0.981634
0.73	1.76709e-18    0.102327    0.160714    0.981682
0.732	3.53401e-18    0.103176    0.159878     0.98173
0.734	-1.76692e-18     0.104029     0.159037     0.981777
0.736	       0 0.104886 0.158192 0.981822
0.738	3.53352e-18    0.105748    0.157342    0.981866
0.74	-1.76668e-18     0.106615     0.156487     0.981909
0.742	       0 0.107486 0.155626 0.981951
0.744	       0 0.108362 0.154761 0.981991
0.746	-3.53293e-18     0.109243     0.153891      0.98203
0.748	7.06559e-18    0.110128    0.153016    0.982068
0.75	1.76633e-18    0.111018    0.152136    0.982105
0.752	3.53254e-18    0.111913    0.151251     0.98214
0.754	3.53242e-18    0.112812    0.150361    0.982174
0.756	3.5323e-18   0.113716   0.149466   0.982206
0.758	       0 0.114624 0.148565 0.982237
0.76	8.83021e-18    0.115537     0.14766    0.982267
0.762	1.76599e-18    0.116455     0.14675    0.982295
0.764	3.53189e-18    0.117378    0.145834    0.982321
0.766	1.7659e-18   0.118305   0.144914   0.982346
0.768	3.53171e-18    0.119237    0.143988     0.98237
0.77	5.29745e-18    0.120174    0.143057    0.982391
0.772	-3.53156e-18     0.121115     0.142121     0.982412
0.774	       0 0.122061  0.14118  0.98243
0.776	       0 0.123012 0.140234 0.982447
0.778	1.76569e-18    0.123967    0.139283    0.982462
0.78	       0 0.124928 0.138326 0.982476
0.782	       0 0.125892 0.137364 0.982488
0.784	3.53125e-18    0.126862    0.136397    0.982498
0.786	-3.53122e-18     0.127837     0.135425     0.982506
0.788	1.7656e-18   0.128816   0.134448   0.982512
0.79	-3.53118e-18       0.1298     0.133465     0.982517
0.792	       0 0.130788 0.132477 0.982519
0.794	3.53117e-18    0.131782    0.131484     0.98252
0.796	       0  0.13278 0.130485 0.982519
0.798	3.53119e-18    0.133783    0.129481    0.982516
0.8	1.23592e-17    0.134791    0.128472     0.98251
0.802	-1.76562e-18     0.135803     0.127458     0.982503
0.804	7.06253e-18     0.13682    0.126438    0.982494
0.806	       0 0.137842 0.125413 0.982482
0.808	1.76568e-18    0.138869    0.124383    0.982469
0.81	       0   0.1399 0.123347 0.982453
0.812	3.53148e-18    0.140937    0.122306    0.982435
0.814	8.82888e-18    0.141978    0.121259    0.982415
0.816	1.23607e-17    0.143024    0.120208    0.982392
0.818	3.53172e-18    0.144074     0.11915    0.982367
0.82	       0  0.14513 0.118088  0.98234
0.822	5.29788e-18     0.14619     0.11702    0.982311
0.824	3.53204e-18    0.147255    0.115946    0.982279
0.826	7.06432e-18    0.148324    0.114867    0.982245
0.828	       0 0.149399 0.113783 0.982208
0.83	3.53243e-18    0.150478    0.112693    0.982169
0.832	       0 0.151562 0.111598 0.982128
0.834	8.83185e-18    0.152651    0.110498    0.982083
0.836	8.83227e-18    0.153744    0.109392    0.982037
0.838	7.06617e-18    0.154843     0.10828    0.981987
0.84	8.83319e-18    0.155946    0.107163    0.981935
0.842	3.53347e-18    0.157053    0.106041    0.981881
0.844	8.83419e-18    0.158166    0.104913    0.981823
0.846	       0 0.159283 0.103779 0.981763
0.848	8.8353e-18   0.160405    0.10264     0.9817
0.85	       0 0.161532 0.101496 0.981634
0.852	5.30191e-18    0.162664    0.100346    0.981566
0.854	8.83716e-18      0.1638   0.0991906    0.981494
0.856	7.07026e-18    0.164941   0.0980297     0.98142
0.858	3.53541e-18    0.166087   0.0968632    0.981342
0.86	1.76785e-18    0.167237   0.0956912    0.981262
0.862	5.304e-18  0.168392 0.0945137  0.981178
0.864	        0  0.169552 0.0933306  0.981092
0.866	5.30495e-18    0.170717    0.092142    0.981002
0.868	5.30545e-18    0.171886   0.0909479     0.98091
0.87	1.76866e-18     0.17306   0.0897482    0.980814
0.872	1.76884e-18    0.174239    0.088543    0.980715
0.874	1.06141e-17    0.175422   0.0873322    0.980612
0.876	1.14999e-17     0.17661   0.0861159    0.980506
0.878	9.73175e-18    0.177803   0.0848941    0.980397
0.88	5.30883e-18       0.179   0.0836667    0.980285
0.882	-7.07928e-18     0.180202    0.0824337     0.980169
0.884	        0  0.181408 0.0811952   0.98005
0.886	-1.77026e-18      0.18262    0.0799511     0.979927
0.888	3.54097e-18    0.183835   0.0787015    0.979801
0.89	-3.54144e-18     0.185056    0.0774463     0.979672
0.892	7.08384e-18    0.186281   0.0761855    0.979538
0.894	3.54242e-18    0.187511   0.0749192    0.979401
0.896	1.15145e-17    0.188745   0.0736474    0.979261
0.898	       0 0.189983  0.07237 0.979116
0.9	       0 0.191227 0.071087 0.978968
0.902	        0  0.192475 0.0697985  0.978816
0.904	7.97647e-18    0.193727   0.0685045    0.978661
0.906	3.54567e-18    0.194984   0.0672049    0.978501
0.908	3.54627e-18    0.196245   0.0658997    0.978338
0.91	       0 0.197511 0.064589 0.978171
0.912	7.09499e-18    0.198781   0.0632728    0.977999
0.914	7.09626e-18    0.200056   0.0619511    0.977824
0.916	1.06463e-17    0.201335   0.0606238    0.977645
0.918	       0 0.202619 0.059291 0.977461
0.92	7.10026e-18    0.203907   0.0579527    0.977273
0.922	3.55083e-18    0.205199   0.0566088    0.977082
0.924	3.55154e-18    0.206496   0.0552595    0.976886
0.926	        0  0.207797 0.0539047  0.976685
0.928	-1.0659e-17    0.209103   0.0525443    0.976481
0.93	        0  0.210413 0.0511785  0.976272
0.932	        0  0.211727 0.0498072  0.976059
0.934	        0  0.213045 0.0484304  0.975841
0.936	1.06684e-17    0.214368   0.0470482    0.975619
0.938	        0  0.215695 0.0456605  0.975393
0.94	        0  0.217026 0.0442673  0.975161
0.942	-3.55868e-18     0.218362    0.0428688     0.974926
0.944	1.06787e-17    0.219701   0.0414647    0.974686
0.946	3.56045e-18    0.221045   0.0400553    0.974441
0.948	1.06841e-17    0.222393   0.0386405    0.974191
0.95	3.56229e-18    0.223745   0.0372202    0.973937
0.952	        0  0.225102 0.0357946  0.973678
0.954	1.06926e-17    0.226462   0.0343636    0.973414
0.956	7.13038e-18    0.227826   0.0329272    0.973145
0.958	1.06986e-17    0.229195   0.0314855    0.972871
0.96	7.13443e-18    0.230567   0.0300384    0.972593
0.962	       0 0.231943 0.028586 0.972309
0.964	-3.56931e-18     0.233324    0.0271283     0.972021
0.966	-4.01669e-18     0.234708    0.0256654     0.971727
0.968	3.57149e-18    0.236096   0.0241971    0.971428
0.97	7.14522e-18    0.237488   0.0227235    0.971125
0.972	7.14749e-18    0.238885   0.0212447    0.970816
0.974	        0  0.240284 0.0197607  0.970501
0.976	7.15216e-18    0.241688   0.0182715    0.970182
0.978	3.57728e-18    0.243095    0.016777    0.969857
0.98	7.38064e-18    0.244507   0.0152774    0.969527
0.982	7.3832e-18   0.245922  0.0137726   0.969192
0.984	1.4324e-17    0.24734  0.0122626   0.968851
0.986	1.09707e-17    0.248763   0.0107475    0.968505
0.988	3.58357e-18    0.250189  0.00922735    0.968153
0.99	         0   0.251618 0.00770207   0.967796
0.992	         0   0.253051 0.00617171   0.967433
0.994	1.07628e-17    0.254488  0.00463631    0.967065
0.996	-7.17799e-18     0.255928   0.00309587     0.966691
0.998	-3.5904e-18    0.257372  0.00155043    0.966311
1	-1.33868e-16     0.258819   -4.996e-16     0.965926
1.002	-0.000403037     0.260121  -0.00150416     0.965575
1.004	-0.000808291     0.261429  -0.00301658     0.965218
1.006	-0.00121574    0.262743 -0.00453722    0.964854
1.008	-0.00162538    0.264063 -0.00606601    0.964485
1.01	-0.00203719    0.265389  -0.0076029    0.964109
1.012	-0.00245115    0.266721 -0.00914781    0.963727
1.014	-0.00286724    0.268058  -0.0107007    0.963339
1.016	-0.00328545      0.2694  -0.0122615    0.962945
1.018	-0.00370577    0.270748  -0.0138301    0.962544
1.02	-0.00412817    0.272102  -0.0154065    0.962136
1.022	-0.00455263    0.273461  -0.0169906    0.961722
1.024	-0.00497914    0.274825  -0.0185824    0.961302
1.026	-0.00540768    0.276194  -0.0201818    0.960875
1.028	-0.00583824    0.277568  -0.0217886    0.960441
1.03	-0.00627079    0.278947  -0.0234029    0.960001
1.032	-0.00670531    0.280331  -0.0250246    0.959554
1.034	-0.00714179    0.281719  -0.0266535      0.9591
